debut;fin;pays_origine;ville_origine;pays;ville;lieu;mode_deplacement;acronyme;libelle;faculte
2017-03-30;2017-04-02;;;Grande-Bretagne;Cambridge;University of Cambridge;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-03-23;2017-03-24;;;France;Paris;;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-04;2017-04-05;;;République Tchèque;Prague;Université Charles de Prague;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-03-24;2017-03-25;;;France;Paris;Université Paris Nanterre;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-03-03;2017-03-05;;;France;Urbeis;"Le Promontoire - Réseau ""Espace - Esprit""";NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-03;2017-05-16;;;France;Campomoro;Résidence d'écriture;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-03;2017-04-05;;;Suisse;Lausanne;Bureau de l'Egalité entre les femmes et les hommes, Canton de Vaud;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-06-04;2017-06-09;;;Italie;Venise;Università Ca'Foscari Venezia, Dipartimento di Filosofia e beni culturali;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-06-11;2017-06-18;;;France;Lyon;Université Lumière Lyon 2;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-03-22;2017-03-22;;;France;Paris;Maison Heinrich Heine (Fondation de l'Allemagne) / Collège international de philosophie;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2018-04-01;2017-04-08;;;Vietnam;Hanoi;Institute of Ecology and Biological Resources (IEBR);NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-05;2017-04-07;;;Allemagne;Bochum;Ruhruniversität Bochum / Institut für Soziale Bewegungen;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-05;2017-04-10;;;USA;Chicago;MPSA Conference;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-11;2017-04-14;;;Royaume-Uni/Ecosse;Glasgow;Technology & Innovation Centre, University of Strathclyde, Glasgow;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-05;2017-04-10;;;Etats-Unis;Chicago;Hilton Palmer House Hotel;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-11;2017-04-14;;;UK;Glasgow;Starthclyde university;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-07-21;2017-07-28;;;Uruguay;Montevideo;Facultad de Ciencias Sociales de la Universidad de la República y Facultad de Ciencias Humanas de la Universidad Católica del Uruguay.;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-03-19;2017-03-25;;;Ukraine;Dnipro;Université Oles Gonchar;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-19;2017-04-21;;;France;Paris;Université Paris X Nanterre la Défense;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-07-11;2017-07-14;;;Royaume-Uni;Glasgow;Conférence du Council for European Studies;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-06-25;2017-06-30;;;Ukraine;Odessa;INSTITUTE OF SOCIAL SCIENCES, ODESA MECHNIKOV NATIONAL UNIVERSITY;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-04;2017-04-23;;;Tunisie;Tunis, Hammamet;Institut Supérieur des Beaux Arts de Tunis / Université de la Manouba / Université de Tunis;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-01;2017-06-30;;;France;Paris;Université Paris-Est Créteil;NULL;L&L;Département de Langues et Lettres;LTC
2017-09-07;2017-09-09;;;Espagne;Palma de Mallorca;Universidad de les Illes Ballears;NULL;L&L;Département de Langues et Lettres;LTC
2017-04-07;2017-04-09;;;Etats-Unis;New York;International Communication Association;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2017-04-09;2017-04-15;;;Chine;Pékin et Shanghai;Divers;NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2017-04-20;2017-04-23;;;Etats-Unis;New York;Organisation des Nations Unies (ONU);NULL;DECA;Décanat de la Faculté de Lettres, Traduction et Communication;LTC
2017-04-21;2017-04-27;;;Espagne;Vitoria-Gasteiz;Institute of Social StudiesTransnational Institute;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2018-01-30;2018-02-02;;;France;Montpellier;U. Montpellier;NULL;L&L;Département de Langues et Lettres;LTC
2017-11-19;2017-11-20;;;France;Paris;U. Nanterre;NULL;L&L;Département de Langues et Lettres;LTC
2017-12-11;2017-12-13;;;Pologne;Varsovie;U. Varsovie;NULL;L&L;Département de Langues et Lettres;LTC
2017-10-19;2017-10-20;;;Allemagne;Francfort;Goethe Institut;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-06;2017-04-09;;;France;Chalons-en-champagne;CNAC;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-08-28;2017-09-01;;;Grèce;Athène;The Hellenic Sociological Society (HSS) is delighted to organize the 13th ESA Conference in Athens in August 2017. The conference venue is PANTEION Un;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-04-11;2017-04-13;;;France;Paris;Sciences Po;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-19;2017-04-21;;;France;Paris;— France Culture— Revue Esprit— Centre Sèvres;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-06-15;2017-06-18;;;Espagne;Barcelone;LocWorld 34 Barcelona (https://locworld.com/);NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-05-01;2017-05-31;;;United Kingdom;Brighton;University of Sussex/ School of Global Studies;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-06-01;2017-04-15;;;Kenya;Nairobi;Independent Research;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-09;2017-05-11;;;France;Poitiers;Université et Musée Sainte-Croix;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-07-26;2017-07-29;;;Royaume-Uni;Londres;Queen Mary University;NULL;L&L;Département de Langues et Lettres;LTC
2017-04-24;2017-04-28;;;GB;Londres, Salisbury, etc;na;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-21;2017-04-23;;;POLOGNE;CRACOVIE;FUNDACJA NAGRODY WIS?AWY SZYMBORSKIEJ;NULL;L&L;Département de Langues et Lettres;LTC
2017-07-25;2017-07-30;;;Angleterre;Londres;Queen Mary University of London;NULL;L&L;Département de Langues et Lettres;LTC
2017-05-26;2017-06-03;;;Canada;Toronto;Ryerson Univerity;NULL;L&L;Département de Langues et Lettres;LTC
2017-07-18;2017-07-29;;;Grèce;Itanos;Programme de fouilles archéologiques de l'Université Libre de Bruxelles;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-15;2017-05-19;;;Suisse;Genève;ONU;NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-06-07;2017-06-10;;;UK;Cardiff;Cardiff University;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-09-13;2017-09-16;;;Espagne;Barcellone;Institut Barcelona d’Estudis Internacionals;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-04-21;2017-04-21;;;Belgique;Anvers;Universiteit Antwerpen;NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-07-12;2017-04-15;;;Ecosse (GB);Glasgow;University of Glasgow;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-03-22;2017-03-23;;;France;Metz;Université de Lorraine;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-29;2017-06-02;;;FRANCE;Aix-en-Provence;Institut International des Sciences Administratives et Institut de Management Public et Gouvernance Territoriale;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-10;2017-04-10;;;Pays Bas;Nimègue;Radbout Universiteit Nijmegen;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-04-02;2017-04-14;;;Brésil;Sao Paulo;Université de Sao Paulo;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-03;2017-04-15;;;Brésil;Sao Paulo;USPI;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-01-22;2017-03-23;;;Laos;Destinations multiples;;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-27;2017-04-28;;;Italie;Rome;LUISS;NULL;L&L;Département de Langues et Lettres;LTC
2017-06-07;2017-06-12;;;Serbie;Belgrade;Université de Belgrade;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-09-03;2017-09-10;;;Finlande;Helsinki -  Jyväskylä;Universités d'Helsinki et de Jyväskylä;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-24;2017-05-24;;;Grande-Bretagne;Londres;King's College;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2016-05-09;2016-05-13;;;Suisse;Genève;ONU;NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-04-22;2017-04-22;;;Belgique;Amay;IPW La Paix-Dieu;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-27;2017-04-28;;;Italie;Rome;LUIss;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-03;2017-05-08;;;Italie;Naples;Université l'orientale di Napoli;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-17;2017-05-18;;;Allemagne;Cologne;Universität zu Köln;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-03;2017-05-08;;;Italie;Naples/Procida;Università L'Orientale di Napoli;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-28;2017-05-08;;;Canada;Québec;Université de Laval;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-18;2017-05-20;;;Royaume-Uni;Londres;British Library;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2017-04-05;2017-04-13;;;Belgique;Louvain-la-Neuve;Université catholique de Louvain.;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-26;2017-04-28;;;Belgique;Louvain-la-Neuve;Université Catholique de Louvain;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-27;2017-04-28;;;Belgique;Louvain-la-Neuve;Louvain-la-Neuve;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-27;2017-04-30;;;France;Toulouse;Université de Toulouse II-Jean Jaurès;NULL;L&L;Département de Langues et Lettres;LTC
2017-05-09;2017-07-07;;;Bolivie;;Mission archéologique ULB - projet Titicaca;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-09;2017-04-13;;;CANADA;MONTREAL;UNIVERSITE DE MONTREAL;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-05-23;2017-05-31;;;Jordanie;Amman/Pétra;Institut Français du Proche-Orient / Département des Antiquités de Jordanie;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-06-18;2017-06-22;;;Chypre;Paphos;;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-11;2017-05-11;;;France;Paris;Résidence internationale de Paris - Fédération Nationale des CUMA;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-03-27;2017-03-30;;;France;Strasbourg;Conseil de l'Europe;NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-05-29;2017-05-31;;;SUISSE;WINTERTHUR;Université de Zürich à Winterthur;NULL;TI;Département de Traduction et Interprétation (ISTI-Cooremans);LTC
2017-07-13;2017-07-21;;;Portugal;Faro;Université d'été;NULL;L&L;Département de Langues et Lettres;LTC
2017-05-02;2017-04-05;;;Espagne;Barcelone;Universitat de Barcelona;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-01;2017-05-06;;;Canada;Saint Jérôme;Université du Québec en Outaouais;NULL;L&L;Département de Langues et Lettres;LTC
2017-05-01;2017-05-07;;;Canada;St Jérôme;Université du Québec en Outaouais, campus de Saint-Jérôme, Québec, Canada5, rue St-Joseph, St-Jérôme, Québec, Canada, J7Z 0B7;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-04-30;2017-05-08;;;Canada;Québec;Université Laval;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-01;2017-05-10;;;Canada;Montréal / Québec;Université Laval;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-03;2017-05-05;;;Espagne;Barcelone et Reus;;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-26;2017-06-28;;;Laos/Vietnam;Vientiane/Hanoi;Université nationale du Laos/Vietnamese National University of Agriculture in Hanoi;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-19;2017-04-25;;;Suisse;Genève;Université de Genève;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-04-19;2017-05-21;;;Suisse;Genève;Université de Genève;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-10;2017-05-11;;;France;Paris;Université Paris 1;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-15;2017-05-15;;;France;Lyon;Université Lyon 2;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-11;2017-05-11;;;France;Paris;Paris 1 Panthéon Sorbonne;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-05-03;2017-05-07;;;Canada;Québec;Université Laval;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-08;2017-05-12;;;Canada;Montréal;Université McGill;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-08;2017-05-12;;;Canada;Montréal;McGill;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-04-20;2017-04-23;;;Suisse;Genève;Université de Genève;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-04-19;2017-04-23;;;Suisse;Geneve;Universite de Geneve;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-10;2017-05-12;;;Espagne;Cadiz;Universidad de Cadiz;NULL;DECB;Décanat de la Faculté de Philosophie et Sciences Sociales;PHILOSCSOC
2017-05-10;2017-05-12;;;Espagne;Cadiz;Universidad de Cadiz;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-04-20;2017-04-23;;;Suisse;Genève;Université de GenèveDépartement de sociologie;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-06-14;2017-06-17;;;France;paris;ANR;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2017-06-02;2017-06-05;;;Allemagne;berlin;Humboldt Univ;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2017-05-18;2017-05-20;;;France;Paris;ESPE de Créteil (site de Bonneuil-sur-Marne, UPEC).;NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-05-02;2017-05-07;;;Portugal;Ville;Université Nova;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-09;2017-05-13;;;Maroc;Marrakech;Assemblée générale de l'Agence universitaire francophone;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-06-01;2017-06-02;;;France;Paris;Le Groupement d’Intérêt Scientifique surles Cancers d’Origine Professionnelle (GISCOP 93);NULL;ScSOC;Département de Sciences Sociales et des sciences du travail;PHILOSCSOC
2017-03-29;2017-03-30;;;France;Toulouse;Université populaire;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
2017-05-23;2017-05-30;;;Italie;Agrigente;Colloque LRCW6 Agrigento;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-31;2017-06-02;;;France;Lyon;Maison de l'Orient et de la Méditerranée;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-15;2017-05-22;;;CANADA;VANCOUVER;UNIVERSITY OF BRITISH COLUMBIA (LIBRARY);NULL;L&L;Département de Langues et Lettres;LTC
2017-05-12;2017-05-12;;;France;Ville;Ecole Normale Supérieure, Paris;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2017-06-21;2017-06-25;;;Canada;Montréal;Université de Montréal;NULL;PHILO;Département de Philosophie et de Sciences des religions;PHILOSCSOC
2017-05-13;2017-05-13;;;Belgique;Liège;Sortie d'étude à Liège : Archéoforum, Le Grand Curtius et Saint-Barthelémy;NULL;HAA;Département d'Histoire, arts et archéologie;PHILOSCSOC
2017-05-11;2017-05-14;;;France;Paris;Cinémathèque FrançaiseFondation Pathé-Seydoux;NULL;SIC;Département des Sciences de l'information et de la communication;LTC
2017-05-16;2017-05-16;;;FRANCE;Paris;Université Paris-Sorbonne;NULL;L&L;Département de Langues et Lettres;LTC
2017-06-21;2017-06-23;;;United Kingdom;Oxford;University College Oxford;NULL;ScPOL;Département de Sciences Politiques;PHILOSCSOC
